start_time,end_time,first_elem_time,last_elem_time,duration_us,num_events,tps
2025-09-18T17:46:27.742519+00:00,2025-09-18T17:47:22.264428+00:00,2025-09-18T17:46:33.639655+00:00,2025-09-18T17:47:22.264413+00:00,48624758,9200000,189204
