start_time,end_time,first_elem_time,last_elem_time,duration_us,num_events,tps
1970-01-01T00:00:00+00:00,2025-09-26T10:44:26.424831+00:00,2025-09-26T10:44:24.796920+00:00,2025-09-26T10:44:26.424808+00:00,1627888,920000,565149
