start_time,end_time,first_elem_time,last_elem_time,duration_us,num_events,tps
1970-01-01T00:00:00+00:00,2025-09-26T11:07:48.574940+00:00,2025-09-26T11:07:36.351483+00:00,2025-09-26T11:07:48.574921+00:00,12223438,9200000,752652
