start_time,end_time,first_elem_time,last_elem_time,duration_us,num_events,tps
1970-01-01T00:00:00+00:00,2025-09-24T17:06:27.399179+00:00,2025-09-24T17:06:10.676203+00:00,2025-09-24T17:06:27.399165+00:00,16722962,600000,35878
