start_time,end_time,first_elem_time,last_elem_time,duration_us,num_events,tps
1970-01-01T00:00:00+00:00,2025-09-24T12:13:01.197963+00:00,2025-09-24T12:13:00.356076+00:00,2025-09-24T12:13:01.197947+00:00,841871,920000,1092804
