start_time,end_time,first_elem_time,last_elem_time,duration_us,num_events,tps
1970-01-01T00:00:00+00:00,2025-09-24T17:15:26.813737+00:00,2025-09-24T17:15:09.039248+00:00,2025-09-24T17:15:26.813724+00:00,17774476,600000,33756
