start_time,end_time,first_elem_time,last_elem_time,duration_us,num_events,tps
2025-09-19T10:07:30.888449+00:00,2025-09-19T10:07:47.536294+00:00,2025-09-19T10:07:30.888503+00:00,2025-09-19T10:07:47.536276+00:00,16647773,600000,36040
