start_time,end_time,first_elem_time,last_elem_time,duration_us,num_events,tps
1970-01-01T00:00:00+00:00,2025-09-26T11:26:01.356392+00:00,2025-09-26T11:24:24.249540+00:00,2025-09-26T11:26:01.354535+00:00,97104995,9200000,94742
