start_time,end_time,first_elem_time,last_elem_time,duration_us,num_events,tps
1970-01-01T00:00:00+00:00,2025-09-24T12:30:13.231740+00:00,2025-09-24T12:30:12.835756+00:00,2025-09-24T12:30:13.231726+00:00,395970,920000,2323408
