start_time,end_time,first_elem_time,last_elem_time,duration_us,num_events,tps
2025-09-19T10:24:23.997889+00:00,2025-09-19T10:24:28.916120+00:00,2025-09-19T10:24:23.997933+00:00,2025-09-19T10:24:28.916100+00:00,4918167,600000,121996
