start_time,end_time,first_elem_time,last_elem_time,duration_us,num_events,tps
2025-09-19T10:14:43.071775+00:00,2025-09-19T10:15:00.429732+00:00,2025-09-19T10:14:43.071815+00:00,2025-09-19T10:15:00.429716+00:00,17357901,600000,34566
