start_time,end_time,first_elem_time,last_elem_time,duration_us,num_events,tps
2025-09-18T17:47:48.483218+00:00,2025-09-18T17:47:59.082600+00:00,2025-09-18T17:47:48.483262+00:00,2025-09-18T17:47:59.082584+00:00,10599322,600000,56607
