start_time,end_time,first_elem_time,last_elem_time,duration_us,num_events,tps
1970-01-01T00:00:00+00:00,2025-09-24T17:23:59.739130+00:00,2025-09-24T17:23:52.703812+00:00,2025-09-24T17:23:59.739112+00:00,7035300,920000,130769
