start_time,end_time,first_elem_time,last_elem_time,duration_us,num_events,tps
2025-09-18T17:03:06.827578+00:00,2025-09-18T17:03:45.081728+00:00,2025-09-18T17:03:44.089943+00:00,2025-09-18T17:03:45.081708+00:00,991765,600000,604982
