start_time,end_time,first_elem_time,last_elem_time,duration_us,num_events,tps
2025-09-18T17:31:47.641682+00:00,2025-09-18T17:31:48.589131+00:00,2025-09-18T17:31:47.641724+00:00,2025-09-18T17:31:48.589112+00:00,947388,600000,633320
