start_time,end_time,first_elem_time,last_elem_time,duration_us,num_events,tps
2025-09-19T10:13:23.861535+00:00,2025-09-19T10:13:46.357093+00:00,2025-09-19T10:13:23.861579+00:00,2025-09-19T10:13:46.357077+00:00,22495498,920000,40897
