start_time,end_time,first_elem_time,last_elem_time,duration_us,num_events,tps
1970-01-01T00:00:00+00:00,2025-09-24T17:16:36.196263+00:00,2025-09-24T17:16:11.325442+00:00,2025-09-24T17:16:36.196250+00:00,24870808,920000,36991
