time,rate,requested_rate
2025-09-19T10:29:33.998829823+00:00,5182,
2025-09-19T10:29:34.999395866+00:00,4692,
2025-09-19T10:29:35.999314497+00:00,2357,
2025-09-19T10:29:36.999004428+00:00,7305,
2025-09-19T10:29:37.999171660+00:00,2739,
2025-09-19T10:29:38.999015158+00:00,4614,
2025-09-19T10:29:39.999008352+00:00,4602,
2025-09-19T10:29:40.999026290+00:00,4656,
2025-09-19T10:29:41.999168888+00:00,2697,
2025-09-19T10:29:42.999427643+00:00,5037,
2025-09-19T10:29:43.999042222+00:00,4631,
2025-09-19T10:29:44.999429806+00:00,2695,
2025-09-19T10:29:45.999219825+00:00,3127,
2025-09-19T10:29:46.998941754+00:00,2691,
2025-09-19T10:29:47.999701067+00:00,3080,
2025-09-19T10:29:48.999514290+00:00,2685,
2025-09-19T10:29:49.999169690+00:00,5447,
2025-09-19T10:29:50.998954064+00:00,6913,
2025-09-19T10:29:51.999017028+00:00,4669,
2025-09-19T10:29:52.999187723+00:00,2688,
2025-09-19T10:29:53.999116442+00:00,4661,
2025-09-19T10:29:54.999368475+00:00,2301,
2025-09-19T10:29:55.998903694+00:00,4616,
2025-09-19T10:29:56.999699424+00:00,2350,
2025-09-19T10:29:57.998897835+00:00,2314,
2025-09-19T10:29:58.999013179+00:00,2696,
2025-09-19T10:29:59.998767737+00:00,5047,
2025-09-19T10:30:00.999096708+00:00,4997,
2025-09-19T10:30:01.999050418+00:00,7750,
2025-09-19T10:30:02.999616857+00:00,5382,
2025-09-19T10:30:03.999616206+00:00,5428,
2025-09-19T10:30:04.998841870+00:00,0,
2025-09-19T10:30:05.998865434+00:00,5037,
2025-09-19T10:30:06.999202785+00:00,2691,
2025-09-19T10:30:07.998888053+00:00,2688,
2025-09-19T10:30:08.999173237+00:00,0,
2025-09-19T10:30:09.999147301+00:00,5437,
2025-09-19T10:30:10.999476856+00:00,2686,
2025-09-19T10:30:11.999443551+00:00,5389,
2025-09-19T10:30:12.999517185+00:00,3114,
2025-09-19T10:30:13.998792075+00:00,0,
2025-09-19T10:30:14.999351203+00:00,2689,
2025-09-19T10:30:15.999457904+00:00,2696,
2025-09-19T10:30:16.998907392+00:00,0,
2025-09-19T10:30:17.998904806+00:00,3078,
2025-09-19T10:30:18.998791398+00:00,2743,
2025-09-19T10:30:19.999666783+00:00,9605,
2025-09-19T10:30:20.998924972+00:00,0,
2025-09-19T10:30:21.999172414+00:00,0,
2025-09-19T10:30:22.999596581+00:00,0,
2025-09-19T10:30:23.998927519+00:00,3133,
2025-09-19T10:30:24.999509304+00:00,2691,
2025-09-19T10:30:25.999068056+00:00,3086,
2025-09-19T10:30:26.999081378+00:00,2741,
2025-09-19T10:30:27.999002626+00:00,3075,
2025-09-19T10:30:28.999493987+00:00,2687,
2025-09-19T10:30:29.998781690+00:00,0,
2025-09-19T10:30:30.999556814+00:00,2692,
2025-09-19T10:30:31.999114249+00:00,3117,
2025-09-19T10:30:32.999234604+00:00,5390,
2025-09-19T10:30:33.999360931+00:00,3127,
2025-09-19T10:30:34.999073011+00:00,3076,
2025-09-19T10:30:35.999368970+00:00,2694,
2025-09-19T10:30:36.999489869+00:00,2688,
2025-09-19T10:30:37.999610698+00:00,2745,
2025-09-19T10:30:38.999001369+00:00,2697,
2025-09-19T10:30:39.999451500+00:00,2689,
2025-09-19T10:30:40.998867273+00:00,2692,
2025-09-19T10:30:41.999146494+00:00,2741,
2025-09-19T10:30:42.998942215+00:00,5395,
2025-09-19T10:30:43.999468920+00:00,8122,
2025-09-19T10:30:44.999193480+00:00,5386,
2025-09-19T10:30:45.999442138+00:00,0,
2025-09-19T10:30:46.999709845+00:00,2737,
2025-09-19T10:30:47.999013379+00:00,5372,
2025-09-19T10:30:48.999050889+00:00,8483,
2025-09-19T10:30:49.998989278+00:00,11581,
2025-09-19T10:30:50.999215793+00:00,5816,
2025-09-19T10:30:51.999372061+00:00,5421,
2025-09-19T10:30:52.999211872+00:00,11158,
2025-09-19T10:30:53.999141075+00:00,10819,
2025-09-19T10:30:54.999369851+00:00,5816,
2025-09-19T10:30:55.999356436+00:00,8884,
2025-09-19T10:30:56.999341108+00:00,8148,
2025-09-19T10:30:57.998912154+00:00,8069,
2025-09-19T10:30:58.999028+00:00,11610,
2025-09-19T10:30:59.999429206+00:00,3513,
2025-09-19T10:31:00.999089414+00:00,10840,
2025-09-19T10:31:01.999250772+00:00,10813,
2025-09-19T10:31:02.999355669+00:00,11191,
2025-09-19T10:31:03.999657833+00:00,11589,
2025-09-19T10:31:04.999150783+00:00,3073,
2025-09-19T10:31:05.999102542+00:00,11956,
2025-09-19T10:31:06.999217416+00:00,5428,
2025-09-19T10:31:07.999129505+00:00,8130,
2025-09-19T10:31:08.998914852+00:00,5365,
2025-09-19T10:31:09.999221195+00:00,8135,
2025-09-19T10:31:10.999573089+00:00,5395,
2025-09-19T10:31:11.999152209+00:00,9271,
2025-09-19T10:31:12.999101876+00:00,9281,
2025-09-19T10:31:13.999119724+00:00,11205,
2025-09-19T10:31:14.999195618+00:00,8114,
2025-09-19T10:31:15.999720996+00:00,8504,
2025-09-19T10:31:16.999177139+00:00,8121,
2025-09-19T10:31:17.998987277+00:00,11578,
2025-09-19T10:31:18.999171877+00:00,2694,
2025-09-19T10:31:19.998931821+00:00,4164,
