start_time,end_time,first_elem_time,last_elem_time,duration_us,num_events,tps
2025-09-19T10:27:55.998404+00:00,2025-09-19T10:31:19.383979+00:00,2025-09-19T10:27:55.998452+00:00,2025-09-19T10:31:19.383946+00:00,203385494,920000,4523
