start_time,end_time,first_elem_time,last_elem_time,duration_us,num_events,tps
1970-01-01T00:00:00+00:00,2025-09-24T11:33:58.273018+00:00,2025-09-24T11:33:56.519348+00:00,2025-09-24T11:33:58.272998+00:00,1753650,920000,524620
