start_time,end_time,first_elem_time,last_elem_time,duration_us,num_events,tps
1970-01-01T00:00:00+00:00,2025-09-26T10:37:21.744614+00:00,2025-09-26T10:37:19.925296+00:00,2025-09-26T10:37:21.744593+00:00,1819297,920000,505689
