start_time,end_time,first_elem_time,last_elem_time,duration_us,num_events,tps
1970-01-01T00:00:00+00:00,2025-09-24T17:03:33.494743+00:00,2025-09-24T17:03:09.023433+00:00,2025-09-24T17:03:33.494617+00:00,24471184,920000,37595
